content_id,date,platform,topic,format,hook,caption_style,video_length_sec,impressions,followers_before,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate_pct,save_to_share_ratio,viral_coefficient,viral_score,viral_label
C02515,2026-01-26,Instagram,Friendship,Short,Text,List,35,8775,147753,459,64,77,33,0.504,22,7.214,0.429,7.094,0.05657094017094017,Non-Viral
C03150,2026-01-27,Instagram,Burnout,Short,Text,Confession,11,55303,21979,3571,172,440,543,0.607,66,8.546,1.234,8.0457,0.06769238739308898,Viral
C01272,2026-01-27,YouTube,Friendship,Short,Text,Confession,43,118451,23363,12145,377,1417,1941,0.41,632,13.406,1.37,12.4701,0.05177660804889786,Non-Viral
C01489,2026-01-27,YouTube,Social Anxiety,Short,Visual,Advice,34,143473,24725,14532,641,670,602,0.636,435,11.462,0.899,7.9747,0.0676303750531459,Viral
C02504,2026-01-27,Instagram,Friendship,Long,Visual,List,31,177368,106300,8966,828,759,670,0.445,731,6.328,0.883,5.267,0.0482591335528393,Non-Viral
C04832,2026-01-27,YouTube,Career Stress,Short,Text,Confession,8,170055,118795,15413,578,1723,1107,0.443,337,11.068,0.642,9.3831,0.05132213989591603,Non-Viral
C00480,2026-01-27,YouTube,Friendship,Long,Visual,List,44,71084,237051,1960,184,85,89,0.421,90,3.261,1.047,2.3761,0.043401980755162904,Non-Viral
C04044,2026-01-27,Instagram,Burnout,Long,Visual,Question,35,79186,43451,2499,206,529,489,0.411,84,4.702,0.924,5.2074,0.046349033920137395,Non-Viral
C03727,2026-01-27,Instagram,Self-Doubt,Short,Text,Advice,17,57959,34562,1499,157,301,186,0.508,27,3.697,0.618,3.8993,0.054506068082610125,Non-Viral
C03491,2026-01-27,Instagram,Dating,Short,Visual,Question,52,83296,194898,4273,499,415,669,0.46,250,7.03,1.612,6.5645,0.05155008643872455,Non-Viral
C01538,2026-01-27,YouTube,Burnout,Short,Text,Question,41,62161,49435,2230,98,352,421,0.551,117,4.989,1.196,5.0836,0.059916524830681626,Non-Viral
C00310,2026-01-27,Instagram,Dating,Short,Visual,Confession,26,56737,133322,3000,298,168,287,0.508,73,6.615,1.708,5.3316,0.05443783774256658,Non-Viral
C01867,2026-01-27,Instagram,Friendship,Short,Visual,Confession,23,54460,153739,3558,580,534,333,0.565,115,9.19,0.624,9.0286,0.06434428938670583,Non-Viral
C01816,2026-01-27,Instagram,Burnout,Long,Text,Advice,25,59160,131825,3594,267,318,326,0.513,143,7.615,1.025,6.4292,0.05604898580121705,Non-Viral
C01227,2026-01-27,YouTube,Dating,Short,Text,Question,40,65811,137529,3467,339,483,107,0.617,52,6.68,0.222,5.9337,0.06626306696448922,Non-Viral
C00322,2026-01-27,YouTube,Friendship,Short,Text,Story,19,134879,86447,4758,652,540,534,0.5,164,4.807,0.989,4.4818,0.053714440350239846,Non-Viral
C03034,2026-01-27,Instagram,Burnout,Short,Text,Confession,34,30194,215194,1708,85,243,143,0.488,92,7.217,0.588,6.6122,0.05426466185334835,Non-Viral
C03077,2026-01-27,YouTube,College Life,Short,Visual,Story,33,110815,80103,7278,1027,756,1070,0.597,437,9.142,1.415,8.6518,0.06705685602129675,Viral
C02946,2026-01-27,Instagram,Family Pressure,Short,Text,Advice,24,52905,45096,4574,127,358,255,0.603,210,10.044,0.712,7.677,0.06515114828466119,Non-Viral
C04238,2026-01-27,Instagram,Self-Doubt,Short,Visual,Advice,34,144009,170439,11787,1371,738,2150,0.585,480,11.142,2.913,10.0438,0.06671302835239463,Viral
C00808,2026-01-27,Instagram,Burnout,Short,Visual,Story,33,118067,71514,6094,493,836,253,0.555,406,6.501,0.303,5.7599,0.059955521017727234,Non-Viral
C04978,2026-01-27,Instagram,Career Stress,Short,Visual,Confession,47,151367,167984,5289,599,626,396,0.471,441,4.565,0.633,4.1046,0.05033947756115931,Non-Viral
C04434,2026-01-28,YouTube,Career Stress,Long,Visual,Confession,41,175441,19667,8502,879,929,992,0.479,532,6.442,1.068,5.894,0.05273068381963167,Non-Viral
C01321,2026-01-28,YouTube,Burnout,Short,Text,Advice,39,49018,168500,3825,522,618,221,0.462,204,10.58,0.358,10.183,0.05482336284630136,Non-Viral
C02911,2026-01-28,Instagram,Burnout,Short,Text,Confession,27,19910,40366,982,161,231,81,0.38,70,7.308,0.351,7.9734,0.045654445002511305,Non-Viral
C02723,2026-01-28,Instagram,Family Pressure,Short,Text,Advice,31,119429,192361,8303,342,833,1213,0.538,409,8.952,1.456,8.0295,0.06041522745731774,Non-Viral
C03027,2026-01-28,Instagram,Social Anxiety,Short,Text,Confession,49,21245,161307,2154,139,214,277,0.435,46,13.104,1.294,11.6804,0.05292574723464345,Non-Viral
C02244,2026-01-28,Instagram,Self-Doubt,Long,Text,Story,42,36764,200949,1603,123,235,212,0.357,112,5.911,0.902,5.7529,0.040808258078555114,Non-Viral
C04221,2026-01-28,Instagram,Burnout,Short,Visual,List,35,89510,205921,8433,1016,1269,1022,0.496,155,13.116,0.805,12.9499,0.06110765277622612,Non-Viral
C02853,2026-01-28,YouTube,Career Stress,Short,Visual,Advice,42,30494,122792,1583,217,140,174,0.774,82,6.933,1.243,6.1815,0.08224521545222012,Viral
C03791,2026-01-28,YouTube,Dating,Short,Visual,Story,33,144872,208341,14262,722,2016,1650,0.566,660,12.873,0.818,12.1224,0.0670264454138826,Viral
C04382,2026-01-28,YouTube,Friendship,Short,Text,Confession,36,55270,17205,3277,352,456,427,0.508,48,8.164,0.936,7.9401,0.057785706531572285,Non-Viral
C00120,2026-01-28,YouTube,College Life,Short,Visual,Advice,45,96482,121393,7499,794,1068,903,0.541,456,10.638,0.846,10.3133,0.0631234447876288,Non-Viral
C04729,2026-01-28,Instagram,Burnout,Long,Visual,List,21,173236,201394,14251,1429,1100,967,0.521,540,10.244,0.879,8.3718,0.057869297374679635,Non-Viral
C01216,2026-01-28,YouTube,Family Pressure,Short,Text,Story,58,95057,32845,4361,399,745,345,0.611,267,6.154,0.463,6.0006,0.0663452738882986,Non-Viral
C00873,2026-01-28,YouTube,Dating,Long,Visual,Advice,18,62974,211499,1457,249,332,222,0.482,72,3.589,0.669,4.0366,0.0522230888938292,Non-Viral
C04769,2026-01-28,YouTube,Career Stress,Short,Text,List,25,54622,37033,2710,305,551,373,0.469,223,7.211,0.677,7.7103,0.05432557943685694,Non-Viral
C03591,2026-01-28,Instagram,Self-Doubt,Short,Visual,List,48,57283,56266,1411,200,328,252,0.551,46,3.825,0.768,4.3529,0.05952015955868234,Non-Viral
C01484,2026-01-28,Instagram,College Life,Long,Visual,Advice,23,122194,234413,8927,684,1152,1420,0.476,287,9.97,1.233,9.6449,0.056168342144458816,Non-Viral
C01466,2026-01-28,Instagram,College Life,Long,Text,Advice,32,128997,142337,7493,885,678,989,0.442,449,7.787,1.459,7.0436,0.04989431847252262,Non-Viral
C00501,2026-01-28,YouTube,Friendship,Short,Text,Advice,36,25662,197947,1192,106,174,74,0.552,21,6.024,0.425,5.553,0.059735889642272624,Non-Viral
C01579,2026-01-28,Instagram,Burnout,Short,Visual,List,27,9076,160065,646,79,114,95,0.671,38,10.291,0.833,10.7261,0.07719806081974438,Viral
C02506,2026-01-29,Instagram,Family Pressure,Short,Text,Advice,54,151809,208202,4255,635,635,427,0.552,332,3.921,0.672,3.8463,0.058553556113273925,Non-Viral
C00778,2026-01-29,Instagram,Burnout,Short,Text,Story,47,25516,208486,1690,129,111,140,0.52,91,8.113,1.261,6.4724,0.056361968960652147,Non-Viral
C00313,2026-01-29,YouTube,Dating,Short,Visual,Confession,56,173085,95965,17155,2439,2136,2503,0.579,624,14.001,1.172,13.6638,0.06990537308258948,Viral
C02269,2026-01-29,Instagram,Friendship,Short,Text,Advice,40,23213,184577,1067,141,239,123,0.518,70,6.763,0.515,7.3579,0.05893393357170552,Non-Viral
C04402,2026-01-29,Instagram,Social Anxiety,Short,Text,Advice,39,4758,208255,161,24,20,8,0.494,6,4.477,0.4,4.0458,0.05255258511979823,Non-Viral
C02364,2026-01-29,YouTube,Self-Doubt,Short,Visual,Question,36,109867,92910,6859,878,1176,707,0.601,548,8.756,0.601,8.8184,0.06804597103770924,Viral
C00198,2026-01-29,Instagram,Friendship,Long,Visual,Question,26,169470,126020,11681,465,826,1846,0.423,852,8.744,2.235,7.4987,0.04817272083554612,Non-Viral
C00538,2026-01-29,Instagram,College Life,Long,Visual,Question,43,132951,245835,6233,325,318,424,0.439,317,5.491,1.333,4.0662,0.04629975630119367,Non-Viral
C00726,2026-01-29,YouTube,Dating,Long,Visual,Advice,10,61100,124887,3553,302,572,483,0.473,175,8.036,0.844,8.0385,0.05462569558101473,Non-Viral
C00497,2026-01-29,YouTube,Social Anxiety,Short,Text,Advice,27,69604,217535,4554,746,272,304,0.479,221,8.442,1.118,6.9249,0.052576455376127804,Non-Viral
C03370,2026-01-29,Instagram,Family Pressure,Short,Visual,Question,25,117206,188765,4507,381,634,600,0.497,305,5.223,0.946,5.0569,0.054157536303602205,Non-Viral
C03161,2026-01-29,Instagram,Family Pressure,Short,Text,Advice,31,161063,224576,10971,534,1792,1247,0.429,301,9.03,0.696,8.7894,0.05072675102289166,Non-Viral
C02700,2026-01-29,Instagram,College Life,Short,Visual,Story,42,86972,217834,4314,470,250,265,0.602,147,6.093,1.06,4.7625,0.06321821275812906,Non-Viral
C00946,2026-01-29,Instagram,Self-Doubt,Long,Visual,Story,15,7902,141873,338,30,18,30,0.493,12,5.264,1.667,4.1508,0.05203348519362187,Non-Viral
C00365,2026-01-29,Instagram,Self-Doubt,Short,Text,List,27,18921,163925,727,119,144,128,0.41,36,5.909,0.889,6.5007,0.047397653400983036,Non-Viral
C02214,2026-01-29,YouTube,Dating,Long,Text,Advice,38,15711,174034,1080,141,55,77,0.524,78,8.612,1.4,6.8137,0.05679182738208898,Non-Viral
C02681,2026-01-29,YouTube,Social Anxiety,Long,Text,Advice,58,48205,138942,1407,138,234,164,0.489,74,4.031,0.701,4.0255,0.05253447775127061,Non-Viral
C03305,2026-01-29,Instagram,Burnout,Short,Text,Advice,38,76499,84032,7023,345,435,755,0.458,258,11.187,1.736,8.9465,0.051996159426920624,Non-Viral
C01946,2026-01-29,Instagram,Friendship,Short,Text,List,43,26272,169949,2004,87,130,72,0.496,117,8.728,0.554,6.3433,0.05314559987819732,Non-Viral
C01020,2026-01-29,YouTube,Self-Doubt,Long,Text,Story,60,88584,58511,4569,220,970,664,0.42,262,7.251,0.685,7.7356,0.04954876727174208,Non-Viral
C04459,2026-01-29,Instagram,Burnout,Short,Text,Story,17,138024,131091,9849,775,563,394,0.536,408,8.391,0.7,6.2047,0.0571341679707877,Non-Viral
C02786,2026-01-29,Instagram,Family Pressure,Short,Visual,Question,33,169328,235758,9430,1576,1669,1068,0.639,610,8.116,0.64,8.3991,0.07162376689029576,Viral
C04010,2026-01-29,Instagram,Self-Doubt,Short,Text,Confession,56,157982,229989,10993,549,540,983,0.378,570,8.27,1.82,6.2703,0.041726080186350344,Non-Viral
C02215,2026-01-29,Instagram,Social Anxiety,Short,Visual,Story,8,13838,18577,1460,60,186,80,0.615,76,12.906,0.43,11.1143,0.0699332996097702,Viral
C03349,2026-01-30,Instagram,Friendship,Short,Visual,Question,41,58924,222621,4631,202,236,408,0.574,107,9.295,1.729,7.0302,0.06179379539746114,Non-Viral
C03530,2026-01-30,Instagram,Dating,Short,Visual,Confession,37,50313,176530,4179,325,577,231,0.642,59,10.558,0.4,9.4807,0.07170700614155388,Viral
C04513,2026-01-30,Instagram,College Life,Short,Visual,Story,17,172962,125884,9320,1531,1383,2275,0.583,501,8.389,1.645,9.0514,0.06717189093558122,Viral
C00418,2026-01-30,YouTube,Career Stress,Short,Text,Story,60,33432,133844,1273,156,299,307,0.564,86,6.087,1.027,7.1234,0.06387936109117014,Non-Viral
C03499,2026-01-30,YouTube,Dating,Short,Text,Story,23,4777,47553,392,46,64,34,0.476,11,11.22,0.531,10.9902,0.05720854092526691,Non-Viral
C01876,2026-01-30,Instagram,Family Pressure,Short,Visual,Advice,34,175393,43561,6938,368,647,568,0.619,410,4.858,0.878,4.0469,0.0648462407279652,Non-Viral
C04655,2026-01-30,YouTube,Friendship,Short,Visual,Question,50,25582,123449,2406,231,381,133,0.524,108,12.317,0.349,11.5648,0.062016136345868195,Non-Viral
C01157,2026-01-30,Instagram,Self-Doubt,Long,Visual,Confession,34,58037,114381,4877,491,213,387,0.519,156,10.283,1.817,7.9053,0.05682099867326016,Non-Viral
C00863,2026-01-30,Instagram,Social Anxiety,Short,Visual,Advice,15,144246,146305,17241,1342,747,2055,0.793,402,14.825,2.751,11.7747,0.0872998752131775,Viral
C01619,2026-01-30,Instagram,Social Anxiety,Short,Text,Confession,62,85495,24504,4154,359,641,338,0.434,122,6.424,0.527,6.0992,0.04858977717995205,Non-Viral
C01050,2026-01-30,YouTube,Dating,Short,Text,List,69,35761,48170,1460,105,305,184,0.471,34,5.744,0.603,6.0695,0.05292198484382428,Non-Viral
C04411,2026-01-30,YouTube,Career Stress,Short,Text,Question,45,56171,93337,4292,497,534,294,0.404,164,10.0,0.551,9.0465,0.047575410799166835,Non-Viral
C02510,2026-01-30,Instagram,Dating,Long,Visual,List,34,21575,149281,1078,161,258,127,0.414,55,7.527,0.492,8.3824,0.04966651216685979,Non-Viral
C00784,2026-01-30,Instagram,College Life,Short,Visual,Advice,56,33303,50689,1092,49,183,103,0.534,17,4.285,0.563,4.1273,0.057021295378794704,Non-Viral
C00783,2026-01-30,Instagram,Friendship,Short,Visual,Question,16,22355,231345,1482,202,199,204,0.537,44,9.336,1.025,9.1657,0.06179885931558936,Non-Viral
C00724,2026-01-30,YouTube,Social Anxiety,Short,Text,Story,44,148586,143732,11578,1066,2378,915,0.585,409,10.726,0.385,11.0051,0.06862544923478658,Viral
C04285,2026-01-30,YouTube,College Life,Short,Visual,Confession,39,15051,142905,494,56,85,56,0.576,26,4.591,0.659,4.6376,0.061815666733107434,Non-Viral
C00386,2026-01-30,Instagram,Friendship,Short,Text,Confession,35,1852,213421,72,9,13,5,0.612,3,5.346,0.385,5.3186,0.0658976241900648,Non-Viral
C03651,2026-01-30,YouTube,Burnout,Long,Text,List,41,144371,23783,3440,561,425,626,0.303,256,3.499,1.473,3.5246,0.033508400579063666,Non-Viral
C01343,2026-01-30,YouTube,Burnout,Short,Visual,Story,43,45458,117308,3511,372,534,476,0.436,210,10.764,0.891,10.7077,0.053255066214967665,Non-Viral
C00157,2026-01-31,Instagram,Burnout,Short,Visual,Confession,23,53626,65965,5188,523,455,511,0.7,132,12.451,1.123,10.7513,0.07813970835042702,Viral
C02819,2026-01-31,Instagram,Burnout,Short,Visual,Advice,49,118198,95384,6710,338,1118,320,0.589,232,7.179,0.286,6.6465,0.06439755495016836,Non-Viral
C03774,2026-01-31,Instagram,College Life,Short,Visual,Advice,65,73826,61105,5749,277,844,410,0.671,111,9.861,0.486,8.9968,0.07447341857882048,Viral
C04798,2026-01-31,Instagram,Burnout,Short,Visual,List,52,118287,85929,6387,705,538,980,0.597,397,7.279,1.822,6.6153,0.06512620913540795,Non-Viral
C02080,2026-01-31,Instagram,Career Stress,Short,Visual,List,56,156305,119146,6082,270,845,828,0.613,225,5.134,0.98,4.886,0.0655810530693196,Non-Viral
C02823,2026-01-31,YouTube,Career Stress,Short,Visual,Story,35,19537,173197,1197,110,133,155,0.589,59,8.164,1.165,7.537,0.06518806879254747,Non-Viral
C04198,2026-01-31,Instagram,Burnout,Short,Text,Advice,31,117294,12103,11496,1254,969,611,0.525,629,12.217,0.631,10.0244,0.05938398383549031,Non-Viral
C02830,2026-01-31,Instagram,Friendship,Short,Visual,Advice,25,117541,85850,8566,946,1483,1265,0.667,309,10.43,0.853,10.7886,0.07681349231332046,Viral
C03821,2026-01-31,Instagram,Burnout,Long,Visual,Question,35,109687,109542,4997,250,349,187,0.648,236,5.272,0.536,3.9152,0.06708513862171453,Viral
C03064,2026-01-31,Instagram,College Life,Long,Visual,Story,26,174881,141605,12091,1235,2498,1883,0.645,250,10.125,0.754,10.9549,0.07521728775567386,Viral
C01238,2026-01-31,YouTube,Friendship,Long,Visual,Advice,32,178694,202994,16157,941,1883,1246,0.49,277,11.319,0.662,9.8666,0.05662364712861093,Non-Viral
C00874,2026-01-31,Instagram,Dating,Short,Text,Advice,41,153985,166197,6283,585,1371,1093,0.531,158,6.06,0.797,6.7007,0.05980584797220509,Non-Viral
C03973,2026-01-31,YouTube,College Life,Short,Visual,Advice,40,24942,242499,2595,146,241,164,0.534,88,12.613,0.68,10.2939,0.06059870098628819,Non-Viral
C02923,2026-01-31,YouTube,College Life,Short,Text,List,38,39000,109455,3158,344,431,333,0.545,85,10.938,0.773,10.3949,0.06335769230769231,Non-Viral
C00436,2026-01-31,Instagram,Family Pressure,Long,Visual,Confession,28,150381,130945,5861,412,832,729,0.511,177,5.209,0.876,4.989,0.05545493845632095,Non-Viral
C01928,2026-01-31,Instagram,Family Pressure,Long,Visual,Question,25,169833,6041,9999,412,698,1374,0.445,561,7.35,1.968,6.1587,0.0491404409037113,Non-Viral
C04532,2026-01-31,Instagram,Self-Doubt,Short,Text,Advice,35,72886,5909,4128,431,973,1003,0.53,242,8.966,1.031,10.4759,0.06402269297258734,Non-Viral
C01610,2026-01-31,Instagram,Family Pressure,Short,Text,Story,35,131105,57773,9012,1064,989,1181,0.455,604,9.341,1.194,8.719,0.052814366347584005,Non-Viral
C01605,2026-01-31,YouTube,College Life,Short,Text,Advice,16,25332,116231,1611,77,291,190,0.389,53,8.562,0.653,8.582,0.04677541449549977,Non-Viral
C01630,2026-01-31,YouTube,Dating,Short,Visual,List,32,85376,8522,5881,330,421,850,0.545,256,8.764,2.019,7.4945,0.0602855837706147,Non-Viral
C04842,2026-01-31,Instagram,Dating,Short,Text,Confession,19,28792,213386,2002,179,109,81,0.528,37,8.235,0.743,6.1076,0.05628013337038067,Non-Viral
C03022,2026-02-01,Instagram,Friendship,Short,Text,Advice,36,173173,77088,11251,366,1706,727,0.506,412,8.113,0.426,7.3606,0.05660959733907711,Non-Viral
C03165,2026-02-01,Instagram,Family Pressure,Short,Visual,Question,47,98796,125279,6340,980,864,1220,0.661,400,9.519,1.412,9.7899,0.07522789991497632,Viral
C00705,2026-02-01,YouTube,Dating,Short,Text,Story,46,122179,45072,4205,581,642,977,0.656,240,5.242,1.522,5.6098,0.07107680043215284,Viral
C02006,2026-02-01,Instagram,Dating,Short,Visual,Confession,27,75366,135848,4076,274,767,427,0.613,163,7.356,0.557,7.4357,0.06812469548602819,Viral
C00759,2026-02-01,Instagram,Self-Doubt,Long,Text,Advice,21,106226,109438,7774,292,469,1084,0.408,383,9.055,2.311,7.437,0.04626052755445936,Non-Viral
C03102,2026-02-01,Instagram,Social Anxiety,Short,Text,Question,16,32857,216009,1314,118,179,156,0.638,73,5.378,0.872,5.1222,0.06821458441123658,Viral
C03513,2026-02-01,Instagram,Career Stress,Long,Text,Story,53,146854,213509,3632,308,651,180,0.368,92,3.249,0.276,3.1262,0.03947714873275498,Non-Viral
C04204,2026-02-01,Instagram,Dating,Long,Text,Question,43,34605,88734,1257,54,140,149,0.522,54,4.624,1.064,4.1251,0.05554633723450369,Non-Viral
C02085,2026-02-01,YouTube,Career Stress,Long,Text,Advice,30,142579,142415,6828,506,1663,564,0.261,591,6.706,0.339,7.2171,0.033067716143331066,Non-Viral
C03945,2026-02-01,Instagram,Dating,Short,Visual,Advice,43,168851,173565,9168,1094,913,587,0.619,266,6.966,0.643,6.0041,0.06634800445363072,Non-Viral
C01005,2026-02-01,YouTube,College Life,Long,Visual,Story,43,160899,156823,6477,488,591,849,0.492,234,5.224,1.437,4.625,0.05289082467883579,Non-Viral
C03287,2026-02-01,YouTube,Social Anxiety,Long,Visual,Advice,25,93741,68278,3903,212,604,405,0.449,292,5.466,0.671,5.2181,0.049434835344193045,Non-Viral
C00434,2026-02-01,YouTube,Self-Doubt,Short,Text,Advice,28,158502,53865,6877,737,1299,681,0.582,371,6.053,0.524,6.1848,0.06387437634856342,Non-Viral
C02699,2026-02-01,YouTube,Dating,Long,Text,Story,34,116581,246355,5539,390,315,272,0.225,140,5.589,0.863,4.1546,0.02491763237577307,Non-Viral
C00074,2026-02-01,YouTube,Self-Doubt,Long,Text,List,24,18440,5648,813,59,109,117,0.502,29,5.954,1.073,5.7267,0.05524338394793926,Non-Viral
C00945,2026-02-01,YouTube,Friendship,Long,Visual,Confession,40,121903,235227,8804,1320,790,1147,0.618,192,9.894,1.452,9.0613,0.06916323142170414,Viral
C02697,2026-02-01,Instagram,Family Pressure,Long,Visual,List,18,73037,30944,4015,223,204,361,0.57,74,6.576,1.77,5.0331,0.0601976943193176,Non-Viral
C04118,2026-02-01,YouTube,Self-Doubt,Short,Visual,Confession,41,88256,142068,6931,532,1000,909,0.514,391,10.619,0.909,10.29,0.06049286620739666,Non-Viral
C01805,2026-02-01,Instagram,Burnout,Short,Visual,Advice,43,109342,245482,4145,212,557,403,0.604,154,4.863,0.724,4.4516,0.0640888844176986,Non-Viral
C03348,2026-02-01,Instagram,Dating,Long,Text,Question,16,113188,59947,2290,125,246,120,0.438,55,2.457,0.488,2.0413,0.045261727391596285,Non-Viral
C02909,2026-02-01,Instagram,Burnout,Short,Text,Advice,25,13275,152283,1299,67,191,65,0.583,45,12.218,0.34,10.9454,0.06700056497175141,Viral
C04145,2026-02-01,Instagram,Friendship,Short,Text,Advice,43,3454,226936,340,35,24,19,0.524,15,12.102,0.792,9.6265,0.05869704690214245,Non-Viral
C00018,2026-02-01,Instagram,Self-Doubt,Long,Text,Confession,12,83552,159319,4720,221,453,590,0.467,64,7.162,1.302,6.2602,0.0516549980850249,Non-Viral
C02550,2026-02-01,YouTube,Burnout,Short,Visual,Story,13,154319,182819,5364,478,1331,340,0.606,275,4.868,0.255,5.2307,0.06560683648805397,Non-Viral
C00221,2026-02-01,Instagram,Friendship,Long,Visual,Advice,18,42319,94925,2737,179,194,421,0.425,133,8.344,2.17,7.2332,0.048181845034145424,Non-Viral
C01776,2026-02-01,Instagram,Self-Doubt,Short,Text,Story,22,74283,55880,8520,374,817,557,0.523,342,13.823,0.682,11.2893,0.060254040628407585,Non-Viral
C02104,2026-02-01,YouTube,Burnout,Short,Text,Story,24,37555,33391,1331,47,201,165,0.504,26,4.644,0.821,4.4441,0.05431425908667288,Non-Viral
C03606,2026-02-02,YouTube,Dating,Short,Visual,Confession,39,166174,152134,12743,1111,2140,1245,0.596,361,10.374,0.582,10.1989,0.06864563890861386,Viral
C00414,2026-02-02,YouTube,Dating,Short,Text,Advice,45,135296,51194,12504,1084,448,1504,0.544,321,11.486,3.357,9.0394,0.06042678571428572,Non-Viral
C04303,2026-02-02,Instagram,College Life,Short,Text,Confession,41,151053,164406,14197,926,1526,505,0.553,304,11.356,0.331,9.3183,0.06176859049472702,Non-Viral
C04021,2026-02-02,YouTube,Dating,Long,Text,List,16,1523,28222,74,3,10,14,0.37,7,6.632,1.4,6.5332,0.043007879185817464,Non-Viral
C00604,2026-02-02,YouTube,Family Pressure,Long,Visual,Confession,40,166245,58979,5175,401,304,258,0.526,156,3.692,0.849,2.7772,0.05425027519624651,Non-Viral
C01819,2026-02-02,YouTube,Burnout,Short,Text,Advice,37,63683,122799,2120,80,259,287,0.661,51,4.312,1.108,3.9744,0.06947060125936279,Viral
C03538,2026-02-02,Instagram,College Life,Long,Text,Advice,28,53000,189982,2626,92,254,123,0.367,155,5.84,0.484,4.6396,0.03981320754716981,Non-Viral
C00443,2026-02-02,YouTube,Self-Doubt,Long,Text,List,45,8940,182089,172,20,10,10,0.514,3,2.371,1.0,1.8568,0.0525744966442953,Non-Viral
C01926,2026-02-02,Instagram,Burnout,Short,Text,List,51,23607,197050,2080,216,82,282,0.538,81,11.268,3.439,9.2091,0.060319252764010685,Non-Viral
C02761,2026-02-02,YouTube,Dating,Long,Text,Advice,38,121208,229723,2539,109,186,257,0.272,105,2.55,1.382,2.0667,0.02866153719226454,Non-Viral
C03527,2026-02-02,Instagram,Dating,Long,Visual,Story,29,31885,91632,1513,96,195,169,0.487,32,6.188,0.867,5.719,0.053493790183471855,Non-Viral
C01895,2026-02-02,Instagram,Self-Doubt,Short,Visual,Story,27,41275,89567,2796,372,548,302,0.59,87,9.735,0.551,10.1853,0.06852150211992732,Viral
C02431,2026-02-02,YouTube,Burnout,Short,Visual,List,39,82520,131579,2199,158,154,183,0.63,187,3.265,1.188,2.623,0.06479229277750849,Non-Viral
C02480,2026-02-02,YouTube,Burnout,Short,Text,Advice,19,138878,119387,8466,821,1324,566,0.478,279,8.048,0.427,7.6099,0.05419950172093492,Non-Viral
C04657,2026-02-02,YouTube,Family Pressure,Long,Text,Question,29,124826,26774,3611,194,484,461,0.438,120,3.805,0.952,3.5814,0.046885895566628755,Non-Viral
C03269,2026-02-02,Instagram,Social Anxiety,Short,Visual,Story,25,107175,76521,6678,441,511,1226,0.531,467,8.263,2.399,7.4509,0.05929454163750875,Non-Viral
C01358,2026-02-02,Instagram,Self-Doubt,Long,Visual,List,47,32523,91181,2174,189,260,357,0.417,122,9.163,1.373,8.8076,0.04946219905912739,Non-Viral
C03308,2026-02-02,YouTube,College Life,Short,Visual,Advice,28,123350,7335,11598,523,1345,971,0.423,290,11.704,0.722,10.1828,0.05020433725172274,Non-Viral
C02207,2026-02-02,Instagram,Career Stress,Short,Text,Advice,24,40978,184472,2669,338,162,422,0.491,129,8.763,2.605,7.7395,0.055205715261847824,Non-Viral
C00670,2026-02-02,Instagram,Self-Doubt,Short,Visual,Question,27,130048,61046,3951,386,869,323,0.645,104,4.252,0.372,4.4657,0.06869729638287402,Viral
C04758,2026-02-02,YouTube,Dating,Long,Visual,List,21,126870,184056,8083,453,615,706,0.445,411,7.769,1.148,6.2883,0.04888637975880823,Non-Viral
C01645,2026-02-02,Instagram,College Life,Short,Text,Story,31,174056,57319,8201,700,1418,614,0.394,229,6.281,0.433,6.1087,0.04472759571632119,Non-Viral
C00948,2026-02-02,YouTube,Social Anxiety,Long,Visual,Advice,14,19607,226664,692,123,110,160,0.443,32,5.534,1.455,6.0208,0.05021370428928444,Non-Viral
C02108,2026-02-03,Instagram,Burnout,Short,Visual,Confession,32,53114,124528,4417,205,456,641,0.467,82,10.767,1.406,9.7262,0.05476284595398577,Non-Viral
C00100,2026-02-03,YouTube,Social Anxiety,Short,Visual,Confession,38,106305,122468,4902,335,859,364,0.583,242,6.077,0.424,5.8873,0.06343616480880485,Non-Viral
C01836,2026-02-03,Instagram,Family Pressure,Long,Visual,Question,41,120895,54350,12373,1066,1753,609,0.486,254,13.07,0.347,11.7974,0.057958947847305514,Non-Viral
C00721,2026-02-03,Instagram,Family Pressure,Short,Text,Advice,38,65089,45299,1975,209,452,166,0.473,76,4.305,0.367,4.5922,0.05167170643273057,Non-Viral
C04026,2026-02-03,YouTube,Career Stress,Short,Visual,Confession,29,84398,191861,8950,224,544,599,0.622,173,12.224,1.101,9.0535,0.06762785374060998,Viral
C04668,2026-02-03,Instagram,Burnout,Long,Visual,List,45,45942,190587,995,133,150,102,0.542,54,3.004,0.68,2.9407,0.05676954420791433,Non-Viral
C03889,2026-02-03,YouTube,Friendship,Long,Text,Advice,58,63165,234942,3993,404,674,210,0.467,202,8.361,0.312,7.9862,0.05345848966991214,Non-Viral
C02727,2026-02-03,Instagram,Friendship,Long,Visual,Story,42,28437,144147,1659,241,244,325,0.507,98,8.682,1.332,9.0481,0.05926102964447727,Non-Viral
C04837,2026-02-03,Instagram,Career Stress,Short,Text,Story,49,163960,238468,11116,1213,917,1204,0.573,608,8.813,1.313,7.6461,0.06312947060258599,Non-Viral
C01342,2026-02-03,Instagram,College Life,Short,Text,Confession,31,12312,108488,290,31,61,29,0.568,22,3.338,0.475,3.5128,0.06011384015594542,Non-Viral
