comment_id,content_id,comment_text,created_at,nlp_label
CM004646,C01720,This advice did not help me.,2026-04-07 18:00:00,Neutral
CM004647,C03479,I don't agree with this.,2026-08-10 10:00:00,Neutral
CM004648,C00285,Thanks for sharing.,2026-02-17 07:00:00,Neutral
CM004649,C03780,The editing is clean.,2026-01-18 07:00:00,Neutral
CM004650,C01780,I saved this because it explains how I feel.,2026-07-25 00:00:00,Relatable
CM004651,C04276,This made me feel understood.,2026-07-29 02:00:00,Relatable
CM004652,C02061,This made me feel understood.,2026-02-20 02:00:00,Relatable
CM004653,C00560,I found this confusing.,2026-02-17 03:00:00,Neutral
CM004654,C03782,Where can I find more information?,2026-07-11 07:00:00,Neutral
CM004655,C01108,This made me feel understood.,2026-05-23 23:00:00,Relatable
CM004656,C00391,Finally someone put this feeling into words.,2026-05-22 22:00:00,Relatable
CM004657,C03228,This is exactly what I needed to hear today.,2026-07-19 18:00:00,Relatable
CM004658,C04499,This made me feel understood.,2026-07-02 20:00:00,Relatable
CM004659,C02986,I thought I was the only one dealing with this.,2026-03-23 09:00:00,Relatable
CM004660,C00402,This is painfully accurate but helpful.,2026-01-02 23:00:00,Neutral
CM004661,C02844,I don't agree with this.,2026-03-10 05:00:00,Neutral
CM004662,C02638,Needed this reminder today.,2026-02-22 09:00:00,Relatable
CM004663,C01573,Good point.,2026-06-10 09:00:00,Neutral
CM004664,C02075,Needed this reminder today.,2026-04-17 21:00:00,Relatable
CM004665,C02928,This is exactly what I needed to hear today.,2026-01-15 15:00:00,Relatable
CM004666,C04949,I thought I was the only one dealing with this.,2026-07-29 21:00:00,Relatable
CM004667,C01485,How long is the full video?,2026-01-24 20:00:00,Neutral
CM004668,C01559,This is painfully accurate but helpful.,2026-01-25 15:00:00,Neutral
CM004669,C01267,Good point.,2026-08-12 15:00:00,Neutral
CM004670,C00294,I saved this because it explains how I feel.,2026-05-18 01:00:00,Relatable
CM004671,C00179,Not sure this applies to everyone.,2026-07-20 18:00:00,Neutral
CM004672,C03579,Needed this reminder today.,2026-07-23 11:00:00,Relatable
CM004673,C03295,Good point.,2026-02-03 10:00:00,Neutral
CM004674,C00230,What app did you use to make this?,2026-01-04 20:00:00,Neutral
CM004675,C03889,Nice explanation.,2026-04-09 02:00:00,Neutral
CM004676,C02407,I found this confusing.,2026-01-09 23:00:00,Neutral
CM004677,C02033,Where can I find more information?,2026-03-14 08:00:00,Neutral
CM004678,C00429,Interesting perspective.,2026-04-06 23:00:00,Neutral
CM004679,C00767,Nice explanation.,2026-04-18 10:00:00,Neutral
CM004680,C03783,I had not thought about it this way.,2026-01-23 04:00:00,Neutral
CM004681,C04608,This topic is worth discussing.,2026-02-22 02:00:00,Neutral
CM004682,C02146,The editing is clean.,2026-01-21 17:00:00,Neutral
CM004683,C02857,"This is so relatable, thank you for saying it.",2026-06-04 20:00:00,Relatable
CM004684,C03521,This made me feel understood.,2026-02-21 15:00:00,Relatable
CM004685,C04051,This is painfully accurate but helpful.,2026-05-23 00:00:00,Neutral
CM004686,C01132,What app did you use to make this?,2026-04-26 13:00:00,Neutral
CM004687,C03053,I had not thought about it this way.,2026-06-26 13:00:00,Neutral
CM004688,C01029,I saved this because it explains how I feel.,2026-03-22 15:00:00,Relatable
CM004689,C02076,How long is the full video?,2026-01-01 03:00:00,Neutral
CM004690,C04104,Interesting perspective.,2026-08-24 08:00:00,Neutral
CM004691,C00097,This topic is worth discussing.,2026-08-14 22:00:00,Neutral
CM004692,C03230,This is painfully accurate but helpful.,2026-04-19 07:00:00,Neutral
CM004693,C03218,"This is so relatable, thank you for saying it.",2026-01-15 17:00:00,Relatable
CM004694,C04075,Good point.,2026-05-20 08:00:00,Neutral
CM004695,C01623,This is exactly what I needed to hear today.,2026-05-23 18:00:00,Relatable
CM004696,C04023,Interesting perspective.,2026-04-01 23:00:00,Neutral
CM004697,C00046,Needed this reminder today.,2026-03-03 15:00:00,Relatable
CM004698,C04356,Needed this reminder today.,2026-01-26 03:00:00,Relatable
CM004699,C03913,This made me feel understood.,2026-04-29 04:00:00,Relatable
CM004700,C01267,This is painfully accurate but helpful.,2026-04-12 12:00:00,Neutral
CM004701,C00540,This advice did not help me.,2026-05-13 14:00:00,Neutral
CM004702,C00988,I thought I was the only one dealing with this.,2026-04-20 02:00:00,Relatable
CM004703,C00835,I saved this because it explains how I feel.,2026-08-24 02:00:00,Relatable
CM004704,C03383,The editing is clean.,2026-08-19 08:00:00,Neutral
CM004705,C00274,Finally someone put this feeling into words.,2026-08-29 09:00:00,Relatable
CM004706,C01788,The editing is clean.,2026-08-05 06:00:00,Neutral
CM004707,C02468,Where can I find more information?,2026-08-08 16:00:00,Neutral
CM004708,C02827,This topic is worth discussing.,2026-01-02 02:00:00,Neutral
CM004709,C02854,"This is so relatable, thank you for saying it.",2026-08-05 21:00:00,Relatable
CM004710,C04081,I had not thought about it this way.,2026-03-08 23:00:00,Neutral
CM004711,C03080,"This is so relatable, thank you for saying it.",2026-02-27 14:00:00,Relatable
CM004712,C04655,The editing is clean.,2026-05-20 12:00:00,Neutral
CM004713,C02157,Needed this reminder today.,2026-05-12 03:00:00,Relatable
CM004714,C04037,What app did you use to make this?,2026-06-21 00:00:00,Neutral
CM004715,C00115,The editing is clean.,2026-07-27 19:00:00,Neutral
CM004716,C04805,Good point.,2026-04-19 05:00:00,Neutral
CM004717,C04896,"This is so relatable, thank you for saying it.",2026-07-21 02:00:00,Relatable
CM004718,C02182,Needed this reminder today.,2026-06-22 08:00:00,Relatable
CM004719,C03609,This is exactly what I needed to hear today.,2026-06-17 18:00:00,Relatable
CM004720,C00528,This is painfully accurate but helpful.,2026-06-23 23:00:00,Neutral
CM004721,C04191,I have been struggling with the same thing for months.,2026-04-27 02:00:00,Relatable
CM004722,C03582,This is painfully accurate but helpful.,2026-06-22 01:00:00,Neutral
CM004723,C00604,I thought I was the only one dealing with this.,2026-05-28 11:00:00,Relatable
CM004724,C03197,What app did you use to make this?,2026-03-03 00:00:00,Neutral
CM004725,C01192,Good point.,2026-06-14 01:00:00,Neutral
CM004726,C02212,What app did you use to make this?,2026-01-03 04:00:00,Neutral
CM004727,C04969,Good point.,2026-07-30 04:00:00,Neutral
CM004728,C03330,You described my situation perfectly.,2026-02-16 21:00:00,Relatable
CM004729,C01015,This advice did not help me.,2026-07-18 22:00:00,Neutral
CM004730,C00887,Nice explanation.,2026-03-27 02:00:00,Neutral
CM004731,C02918,How long is the full video?,2026-06-27 10:00:00,Neutral
CM004732,C02045,Not sure this applies to everyone.,2026-04-19 10:00:00,Neutral
CM004733,C01482,I had not thought about it this way.,2026-06-19 15:00:00,Neutral
CM004734,C02087,The editing is clean.,2026-01-22 15:00:00,Neutral
CM004735,C02892,I thought I was the only one dealing with this.,2026-06-28 11:00:00,Relatable
CM004736,C02335,What app did you use to make this?,2026-06-18 03:00:00,Neutral
CM004737,C01239,Thanks for sharing.,2026-08-08 19:00:00,Neutral
CM004738,C02066,I thought I was the only one dealing with this.,2026-02-04 17:00:00,Relatable
CM004739,C01654,You described my situation perfectly.,2026-04-21 06:00:00,Relatable
CM004740,C03954,Finally someone put this feeling into words.,2026-03-11 12:00:00,Relatable
CM004741,C03447,I have been struggling with the same thing for months.,2026-08-28 13:00:00,Relatable
CM004742,C03664,Nice explanation.,2026-03-20 02:00:00,Neutral
CM004743,C04485,How long is the full video?,2026-06-05 23:00:00,Neutral
CM004744,C00002,Needed this reminder today.,2026-05-23 06:00:00,Relatable
CM004745,C03597,I saved this because it explains how I feel.,2026-05-09 10:00:00,Relatable
CM004746,C00305,Needed this reminder today.,2026-06-27 15:00:00,Relatable
CM004747,C03072,I had not thought about it this way.,2026-01-22 19:00:00,Neutral
CM004748,C04110,Needed this reminder today.,2026-03-16 19:00:00,Relatable
CM004749,C04095,Needed this reminder today.,2026-06-12 08:00:00,Relatable
CM004750,C02636,Finally someone put this feeling into words.,2026-07-22 19:00:00,Relatable
CM004751,C04416,How long is the full video?,2026-05-18 03:00:00,Neutral
CM004752,C03519,This made me feel understood.,2026-03-27 23:00:00,Relatable
CM004753,C03913,I had not thought about it this way.,2026-05-31 04:00:00,Neutral
CM004754,C03808,Interesting perspective.,2026-07-15 05:00:00,Neutral
CM004755,C03250,Finally someone put this feeling into words.,2026-03-07 08:00:00,Relatable
CM004756,C04418,The editing is clean.,2026-02-08 14:00:00,Neutral
CM004757,C00761,The editing is clean.,2026-07-25 16:00:00,Neutral
CM004758,C03853,Where can I find more information?,2026-03-28 20:00:00,Neutral
CM004759,C04317,What app did you use to make this?,2026-08-22 22:00:00,Neutral
CM004760,C03046,Finally someone put this feeling into words.,2026-05-22 02:00:00,Relatable
CM004761,C02927,"This is so relatable, thank you for saying it.",2026-07-07 00:00:00,Relatable
CM004762,C04186,Not sure this applies to everyone.,2026-05-02 23:00:00,Neutral
CM004763,C02053,I have been struggling with the same thing for months.,2026-02-10 21:00:00,Relatable
CM004764,C02567,I have been struggling with the same thing for months.,2026-03-29 11:00:00,Relatable
CM004765,C03164,I have been struggling with the same thing for months.,2026-01-02 09:00:00,Relatable
CM004766,C02090,Finally someone put this feeling into words.,2026-02-21 07:00:00,Relatable
CM004767,C03258,I saved this because it explains how I feel.,2026-06-19 01:00:00,Relatable
CM004768,C04481,Nice explanation.,2026-05-03 00:00:00,Neutral
CM004769,C03925,This is painfully accurate but helpful.,2026-08-21 14:00:00,Neutral
CM004770,C02917,I thought I was the only one dealing with this.,2026-01-23 09:00:00,Relatable
CM004771,C02574,"This is so relatable, thank you for saying it.",2026-01-26 09:00:00,Relatable
CM004772,C00577,Thanks for sharing.,2026-04-06 18:00:00,Neutral
CM004773,C00971,Good point.,2026-07-28 12:00:00,Neutral
CM004774,C04547,I saved this because it explains how I feel.,2026-01-18 02:00:00,Relatable
CM004775,C00783,"This is so relatable, thank you for saying it.",2026-05-11 03:00:00,Relatable
CM004776,C04145,This advice did not help me.,2026-04-15 18:00:00,Neutral
CM004777,C02796,You described my situation perfectly.,2026-07-08 18:00:00,Relatable
CM004778,C02064,I saved this because it explains how I feel.,2026-08-22 00:00:00,Relatable
CM004779,C03159,I thought I was the only one dealing with this.,2026-05-08 08:00:00,Relatable
CM004780,C04011,I thought I was the only one dealing with this.,2026-04-28 12:00:00,Relatable
CM004781,C03053,Interesting perspective.,2026-03-08 21:00:00,Neutral
CM004782,C03745,This is painfully accurate but helpful.,2026-05-23 03:00:00,Neutral
CM004783,C04903,This is exactly what I needed to hear today.,2026-02-05 09:00:00,Relatable
CM004784,C01158,Thanks for sharing.,2026-05-02 12:00:00,Neutral
CM004785,C04467,Needed this reminder today.,2026-01-15 13:00:00,Relatable
CM004786,C04129,Where can I find more information?,2026-02-22 17:00:00,Neutral
CM004787,C02537,Needed this reminder today.,2026-02-11 08:00:00,Relatable
CM004788,C04608,You described my situation perfectly.,2026-01-27 04:00:00,Relatable
CM004789,C01620,Interesting perspective.,2026-01-16 22:00:00,Neutral
CM004790,C01125,This is painfully accurate but helpful.,2026-03-22 18:00:00,Neutral
CM004791,C02373,I saved this because it explains how I feel.,2026-03-13 01:00:00,Relatable
CM004792,C02221,This topic is worth discussing.,2026-05-05 12:00:00,Neutral
CM004793,C02908,This is painfully accurate but helpful.,2026-04-11 06:00:00,Neutral
CM004794,C01585,I have been struggling with the same thing for months.,2026-06-18 16:00:00,Relatable
CM004795,C02336,I had not thought about it this way.,2026-06-11 18:00:00,Neutral
CM004796,C02036,How long is the full video?,2026-06-06 17:00:00,Neutral
CM004797,C03859,Where can I find more information?,2026-08-15 05:00:00,Neutral
CM004798,C02070,You described my situation perfectly.,2026-05-08 17:00:00,Relatable
CM004799,C01838,Thanks for sharing.,2026-05-05 19:00:00,Neutral
CM004800,C04153,Not sure this applies to everyone.,2026-03-28 00:00:00,Neutral
CM004801,C04662,This feels too generalized.,2026-05-03 11:00:00,Relatable
CM004802,C03953,Nice explanation.,2026-03-04 20:00:00,Neutral
CM004803,C01983,This topic is worth discussing.,2026-08-28 17:00:00,Neutral
CM004804,C04640,This topic is worth discussing.,2026-06-29 21:00:00,Neutral
CM004805,C03810,I don't agree with this.,2026-04-13 13:00:00,Neutral
CM004806,C01589,This made me feel understood.,2026-08-04 13:00:00,Relatable
CM004807,C00007,Finally someone put this feeling into words.,2026-07-22 09:00:00,Relatable
CM004808,C01757,This is painfully accurate but helpful.,2026-06-02 22:00:00,Neutral
CM004809,C01156,I don't agree with this.,2026-03-13 03:00:00,Neutral
CM004810,C01912,The editing is clean.,2026-01-25 06:00:00,Neutral
CM004811,C01623,Needed this reminder today.,2026-01-27 10:00:00,Relatable
CM004812,C03017,I had not thought about it this way.,2026-07-12 10:00:00,Neutral
CM004813,C04485,This topic is worth discussing.,2026-02-01 18:00:00,Neutral
CM004814,C02702,I had not thought about it this way.,2026-05-23 20:00:00,Neutral
CM004815,C00886,Nice explanation.,2026-04-26 19:00:00,Neutral
CM004816,C02969,"This is so relatable, thank you for saying it.",2026-06-08 06:00:00,Relatable
CM004817,C04931,"This is so relatable, thank you for saying it.",2026-01-15 16:00:00,Relatable
CM004818,C03495,Needed this reminder today.,2026-06-17 10:00:00,Relatable
CM004819,C04236,Thanks for sharing.,2026-01-27 10:00:00,Neutral
CM004820,C04584,I had not thought about it this way.,2026-04-22 21:00:00,Neutral
CM004821,C02022,Nice explanation.,2026-04-14 07:00:00,Neutral
CM004822,C03354,How long is the full video?,2026-05-04 12:00:00,Neutral
CM004823,C01751,This is exactly what I needed to hear today.,2026-01-14 00:00:00,Relatable
CM004824,C03122,You described my situation perfectly.,2026-03-17 12:00:00,Relatable
CM004825,C03102,Nice explanation.,2026-04-07 08:00:00,Neutral
CM004826,C00492,The editing is clean.,2026-06-01 12:00:00,Neutral
CM004827,C04814,Good point.,2026-03-04 22:00:00,Neutral
CM004828,C00490,I saved this because it explains how I feel.,2026-04-30 16:00:00,Relatable
CM004829,C00347,Finally someone put this feeling into words.,2026-05-08 06:00:00,Relatable
CM004830,C04315,You described my situation perfectly.,2026-03-24 22:00:00,Relatable
CM004831,C04132,This is exactly what I needed to hear today.,2026-01-11 02:00:00,Relatable
CM004832,C04452,The editing is clean.,2026-02-25 18:00:00,Neutral
CM004833,C01500,This topic is worth discussing.,2026-04-12 18:00:00,Neutral
CM004834,C03345,Finally someone put this feeling into words.,2026-06-01 23:00:00,Relatable
CM004835,C00426,This made me feel understood.,2026-01-24 02:00:00,Relatable
CM004836,C00555,Nice explanation.,2026-04-19 14:00:00,Neutral
CM004837,C03164,I found this confusing.,2026-03-27 06:00:00,Neutral
CM004838,C01433,This is exactly what I needed to hear today.,2026-02-19 06:00:00,Relatable
CM004839,C02548,Interesting perspective.,2026-06-13 04:00:00,Neutral
CM004840,C03831,Finally someone put this feeling into words.,2026-07-08 14:00:00,Relatable
CM004841,C02980,Good point.,2026-05-15 17:00:00,Neutral
CM004842,C00878,This topic is worth discussing.,2026-05-11 17:00:00,Neutral
CM004843,C03211,What app did you use to make this?,2026-05-14 02:00:00,Neutral
CM004844,C01230,What app did you use to make this?,2026-06-02 23:00:00,Neutral
CM004845,C03633,Needed this reminder today.,2026-07-05 03:00:00,Relatable
CM004846,C00949,This topic is worth discussing.,2026-05-17 04:00:00,Neutral
CM004847,C00711,Needed this reminder today.,2026-07-27 13:00:00,Relatable
CM004848,C03567,"This is so relatable, thank you for saying it.",2026-06-01 10:00:00,Relatable
CM004849,C03051,This made me feel understood.,2026-04-22 23:00:00,Relatable
CM004850,C02274,Where can I find more information?,2026-01-22 12:00:00,Neutral
CM004851,C03402,Finally someone put this feeling into words.,2026-02-23 10:00:00,Relatable
CM004852,C03138,Needed this reminder today.,2026-03-11 04:00:00,Relatable
CM004853,C01192,I thought I was the only one dealing with this.,2026-05-07 14:00:00,Relatable
CM004854,C02220,This is painfully accurate but helpful.,2026-07-07 04:00:00,Neutral
CM004855,C00315,What app did you use to make this?,2026-05-04 10:00:00,Neutral
CM004856,C01196,Where can I find more information?,2026-07-13 05:00:00,Neutral
CM004857,C04766,You described my situation perfectly.,2026-07-25 23:00:00,Relatable
CM004858,C01720,This is painfully accurate but helpful.,2026-01-13 07:00:00,Neutral
CM004859,C00171,I found this confusing.,2026-05-26 16:00:00,Neutral
CM004860,C00772,How long is the full video?,2026-06-27 10:00:00,Neutral
CM004861,C00418,How long is the full video?,2026-08-20 18:00:00,Neutral
CM004862,C03544,I have been struggling with the same thing for months.,2026-02-24 23:00:00,Relatable
CM004863,C04833,I have been struggling with the same thing for months.,2026-06-16 01:00:00,Relatable
CM004864,C00005,Needed this reminder today.,2026-07-21 23:00:00,Relatable
CM004865,C02306,This is exactly what I needed to hear today.,2026-04-30 21:00:00,Relatable
CM004866,C02042,This is painfully accurate but helpful.,2026-04-04 16:00:00,Neutral
CM004867,C02542,"This is so relatable, thank you for saying it.",2026-03-21 20:00:00,Relatable
CM004868,C00438,Nice explanation.,2026-03-14 08:00:00,Neutral
CM004869,C02631,"This is so relatable, thank you for saying it.",2026-05-23 16:00:00,Relatable
CM004870,C02883,You described my situation perfectly.,2026-03-12 11:00:00,Relatable
CM004871,C03371,I thought I was the only one dealing with this.,2026-08-29 01:00:00,Relatable
CM004872,C00751,This topic is worth discussing.,2026-06-15 14:00:00,Neutral
CM004873,C01234,Not sure this applies to everyone.,2026-04-21 20:00:00,Neutral
CM004874,C03995,You described my situation perfectly.,2026-06-14 18:00:00,Relatable
CM004875,C04159,This feels too generalized.,2026-04-13 17:00:00,Relatable
CM004876,C04556,"This is so relatable, thank you for saying it.",2026-05-26 10:00:00,Relatable
CM004877,C00612,I had not thought about it this way.,2026-04-26 12:00:00,Neutral
CM004878,C03552,How long is the full video?,2026-08-19 05:00:00,Neutral
CM004879,C03331,This advice did not help me.,2026-02-21 19:00:00,Neutral
CM004880,C03056,I thought I was the only one dealing with this.,2026-03-16 13:00:00,Relatable
CM004881,C01691,The editing is clean.,2026-06-23 08:00:00,Neutral
CM004882,C01379,Where can I find more information?,2026-05-29 12:00:00,Neutral
CM004883,C03851,Finally someone put this feeling into words.,2026-03-02 03:00:00,Relatable
CM004884,C04283,Good point.,2026-04-17 17:00:00,Neutral
CM004885,C00866,Nice explanation.,2026-06-11 03:00:00,Neutral
CM004886,C02745,Nice explanation.,2026-05-18 06:00:00,Neutral
CM004887,C04396,Nice explanation.,2026-08-14 20:00:00,Neutral
CM004888,C02622,The editing is clean.,2026-02-05 11:00:00,Neutral
CM004889,C02900,Thanks for sharing.,2026-03-10 13:00:00,Neutral
CM004890,C00247,I had not thought about it this way.,2026-08-10 11:00:00,Neutral
CM004891,C01884,Where can I find more information?,2026-06-15 04:00:00,Neutral
CM004892,C02968,This is exactly what I needed to hear today.,2026-07-31 04:00:00,Relatable
CM004893,C01595,You described my situation perfectly.,2026-03-10 19:00:00,Relatable
CM004894,C01721,This is exactly what I needed to hear today.,2026-08-20 10:00:00,Relatable
CM004895,C00923,I had not thought about it this way.,2026-04-15 14:00:00,Neutral
CM004896,C04172,Needed this reminder today.,2026-06-28 12:00:00,Relatable
CM004897,C01809,Needed this reminder today.,2026-04-08 04:00:00,Relatable
CM004898,C02291,"This is so relatable, thank you for saying it.",2026-06-20 03:00:00,Relatable
CM004899,C04899,I had not thought about it this way.,2026-08-05 01:00:00,Neutral
CM004900,C04484,This topic is worth discussing.,2026-01-13 19:00:00,Neutral
CM004901,C04800,This is exactly what I needed to hear today.,2026-08-16 04:00:00,Relatable
CM004902,C02192,Thanks for sharing.,2026-04-17 21:00:00,Neutral
CM004903,C01817,I had not thought about it this way.,2026-05-09 20:00:00,Neutral
CM004904,C00266,This is exactly what I needed to hear today.,2026-01-09 16:00:00,Relatable
CM004905,C03118,"This is so relatable, thank you for saying it.",2026-01-12 17:00:00,Relatable
CM004906,C01587,I saved this because it explains how I feel.,2026-08-13 14:00:00,Relatable
CM004907,C02495,"This is so relatable, thank you for saying it.",2026-08-16 19:00:00,Relatable
CM004908,C00709,This is painfully accurate but helpful.,2026-05-23 20:00:00,Neutral
CM004909,C01774,This made me feel understood.,2026-06-03 05:00:00,Relatable
CM004910,C03958,This advice did not help me.,2026-01-15 18:00:00,Neutral
CM004911,C03595,Thanks for sharing.,2026-06-11 23:00:00,Neutral
CM004912,C01298,This is exactly what I needed to hear today.,2026-05-25 20:00:00,Relatable
CM004913,C01347,I saved this because it explains how I feel.,2026-08-13 03:00:00,Relatable
CM004914,C03777,I thought I was the only one dealing with this.,2026-06-06 07:00:00,Relatable
CM004915,C01011,You described my situation perfectly.,2026-08-01 16:00:00,Relatable
CM004916,C00992,I have been struggling with the same thing for months.,2026-08-26 09:00:00,Relatable
CM004917,C04328,Needed this reminder today.,2026-08-15 20:00:00,Relatable
CM004918,C04725,I have been struggling with the same thing for months.,2026-06-08 23:00:00,Relatable
CM004919,C04249,Nice explanation.,2026-08-08 06:00:00,Neutral
CM004920,C01607,I had not thought about it this way.,2026-07-15 13:00:00,Neutral
CM004921,C02415,You described my situation perfectly.,2026-02-09 10:00:00,Relatable
CM004922,C04948,This made me feel understood.,2026-07-07 17:00:00,Relatable
CM004923,C00223,Needed this reminder today.,2026-05-06 12:00:00,Relatable
CM004924,C04033,"This is so relatable, thank you for saying it.",2026-06-24 16:00:00,Relatable
CM004925,C01603,Needed this reminder today.,2026-05-28 21:00:00,Relatable
CM004926,C02056,"This is so relatable, thank you for saying it.",2026-01-27 04:00:00,Relatable
CM004927,C03404,This advice did not help me.,2026-05-29 11:00:00,Neutral
CM004928,C01667,This topic is worth discussing.,2026-03-22 22:00:00,Neutral
CM004929,C00925,What app did you use to make this?,2026-07-12 10:00:00,Neutral
CM004930,C02102,I had not thought about it this way.,2026-07-02 08:00:00,Neutral
CM004931,C04776,How long is the full video?,2026-08-05 04:00:00,Neutral
CM004932,C00924,I have been struggling with the same thing for months.,2026-08-05 05:00:00,Relatable
CM004933,C01682,Needed this reminder today.,2026-07-28 19:00:00,Relatable
CM004934,C02699,Thanks for sharing.,2026-02-09 13:00:00,Neutral
CM004935,C00690,I don't agree with this.,2026-05-17 02:00:00,Neutral
CM004936,C01401,The editing is clean.,2026-01-01 00:00:00,Neutral
CM004937,C00080,This made me feel understood.,2026-03-18 03:00:00,Relatable
CM004938,C02848,I found this confusing.,2026-07-25 21:00:00,Neutral
CM004939,C00973,I had not thought about it this way.,2026-06-13 23:00:00,Neutral
CM004940,C04773,I thought I was the only one dealing with this.,2026-02-27 03:00:00,Relatable
CM004941,C00547,This is exactly what I needed to hear today.,2026-07-20 00:00:00,Relatable
CM004942,C02692,The editing is clean.,2026-05-08 09:00:00,Neutral
CM004943,C04953,This topic is worth discussing.,2026-07-08 04:00:00,Neutral
CM004944,C00208,This topic is worth discussing.,2026-08-28 23:00:00,Neutral
CM004945,C02357,I found this confusing.,2026-04-27 05:00:00,Neutral
CM004946,C03415,I had not thought about it this way.,2026-06-30 15:00:00,Neutral
CM004947,C01730,Needed this reminder today.,2026-05-05 14:00:00,Relatable
CM004948,C03955,I thought I was the only one dealing with this.,2026-02-09 07:00:00,Relatable
CM004949,C02681,I had not thought about it this way.,2026-06-12 18:00:00,Neutral
CM004950,C03162,I have been struggling with the same thing for months.,2026-08-13 07:00:00,Relatable
CM004951,C04758,Thanks for sharing.,2026-07-24 20:00:00,Neutral
CM004952,C03258,Needed this reminder today.,2026-02-22 04:00:00,Relatable
CM004953,C02667,This is exactly what I needed to hear today.,2026-08-01 17:00:00,Relatable
CM004954,C01664,This is painfully accurate but helpful.,2026-07-19 21:00:00,Neutral
CM004955,C02245,This topic is worth discussing.,2026-02-20 08:00:00,Neutral
CM004956,C00593,Good point.,2026-01-03 16:00:00,Neutral
CM004957,C00806,I thought I was the only one dealing with this.,2026-08-08 06:00:00,Relatable
CM004958,C04215,I have been struggling with the same thing for months.,2026-02-26 22:00:00,Relatable
CM004959,C02184,"This is so relatable, thank you for saying it.",2026-01-05 00:00:00,Relatable
CM004960,C00158,Thanks for sharing.,2026-01-27 19:00:00,Neutral
CM004961,C00764,This is painfully accurate but helpful.,2026-08-27 17:00:00,Neutral
CM004962,C04971,This is exactly what I needed to hear today.,2026-05-15 21:00:00,Relatable
CM004963,C04125,This made me feel understood.,2026-04-07 19:00:00,Relatable
CM004964,C01344,This is painfully accurate but helpful.,2026-05-26 23:00:00,Neutral
CM004965,C01497,This made me feel understood.,2026-02-28 14:00:00,Relatable
CM004966,C04802,How long is the full video?,2026-06-21 01:00:00,Neutral
CM004967,C01169,Interesting perspective.,2026-01-11 19:00:00,Neutral
CM004968,C04453,This is painfully accurate but helpful.,2026-03-12 23:00:00,Neutral
CM004969,C00416,This made me feel understood.,2026-03-17 01:00:00,Relatable
CM004970,C02460,You described my situation perfectly.,2026-08-18 16:00:00,Relatable
CM004971,C04289,I have been struggling with the same thing for months.,2026-06-07 08:00:00,Relatable
CM004972,C04323,This made me feel understood.,2026-01-04 07:00:00,Relatable
CM004973,C01626,Finally someone put this feeling into words.,2026-03-03 20:00:00,Relatable
CM004974,C04329,Needed this reminder today.,2026-03-19 07:00:00,Relatable
CM004975,C01203,Needed this reminder today.,2026-07-12 22:00:00,Relatable
CM004976,C03436,I thought I was the only one dealing with this.,2026-01-15 04:00:00,Relatable
CM004977,C01787,Where can I find more information?,2026-08-04 12:00:00,Neutral
CM004978,C03484,I had not thought about it this way.,2026-03-30 20:00:00,Neutral
CM004979,C00251,I saved this because it explains how I feel.,2026-03-26 09:00:00,Relatable
CM004980,C01038,Nice explanation.,2026-08-17 23:00:00,Neutral
CM004981,C00699,You described my situation perfectly.,2026-02-04 01:00:00,Relatable
CM004982,C02843,I thought I was the only one dealing with this.,2026-03-14 23:00:00,Relatable
CM004983,C04164,What app did you use to make this?,2026-05-13 18:00:00,Neutral
CM004984,C01504,Needed this reminder today.,2026-03-15 21:00:00,Relatable
CM004985,C04068,This topic is worth discussing.,2026-05-26 08:00:00,Neutral
CM004986,C02448,This made me feel understood.,2026-03-12 21:00:00,Relatable
CM004987,C02832,I saved this because it explains how I feel.,2026-02-18 02:00:00,Relatable
CM004988,C03268,The editing is clean.,2026-07-19 22:00:00,Neutral
CM004989,C01548,Interesting perspective.,2026-07-29 18:00:00,Neutral
CM004990,C02739,Interesting perspective.,2026-05-23 15:00:00,Neutral
CM004991,C02456,Needed this reminder today.,2026-06-30 01:00:00,Relatable
CM004992,C03674,This advice did not help me.,2026-04-11 21:00:00,Neutral
CM004993,C02864,I thought I was the only one dealing with this.,2026-06-22 21:00:00,Relatable
CM004994,C02296,This advice did not help me.,2026-03-30 21:00:00,Neutral
CM004995,C03721,This is exactly what I needed to hear today.,2026-03-23 15:00:00,Relatable
CM004996,C01271,I found this confusing.,2026-06-15 08:00:00,Neutral
CM004997,C03794,This feels too generalized.,2026-06-15 16:00:00,Relatable
CM004998,C04488,Finally someone put this feeling into words.,2026-08-26 18:00:00,Relatable
CM004999,C01267,This made me feel understood.,2026-01-14 18:00:00,Relatable
CM005000,C04470,How long is the full video?,2026-04-19 22:00:00,Neutral
CM005001,C04126,I thought I was the only one dealing with this.,2026-03-23 12:00:00,Relatable
CM005002,C00249,"This is so relatable, thank you for saying it.",2026-02-24 09:00:00,Relatable
CM005003,C02010,I found this confusing.,2026-03-23 12:00:00,Neutral
CM005004,C03010,Thanks for sharing.,2026-04-07 03:00:00,Neutral
CM005005,C02514,What app did you use to make this?,2026-07-14 01:00:00,Neutral
CM005006,C04747,What app did you use to make this?,2026-02-13 11:00:00,Neutral
CM005007,C04472,This topic is worth discussing.,2026-07-18 02:00:00,Neutral
CM005008,C04929,Where can I find more information?,2026-06-10 02:00:00,Neutral
CM005009,C04797,Thanks for sharing.,2026-08-28 04:00:00,Neutral
CM005010,C00002,Finally someone put this feeling into words.,2026-01-06 07:00:00,Relatable
